date,population,admission,release,los_1_day,los_2-3_days,los_4-7_days,los_8-14_days,los_15-30_days,los_31-60_days,los_61-90_days,los_91-182_days,los_183-365_days,los_365+_days
2021-08-15,89611.16936841552,1617.164456499415,1036.2161818479915,467,181,76,67,64,62,34,31,16,9
2021-08-16,90030.01764306694,1455.0644564994152,2720.868724220873,583,633,381,261,240,203,123,113,73,39
2021-08-17,89277.63710415905,1968.4881853129746,2327.868724220873,537,294,320,205,271,246,132,133,93,38
2021-08-18,89103.25656525114,2153.4881853129746,2343.743724220873,606,281,276,217,298,221,128,134,69,50
2021-08-19,88843.00102634325,2083.4881853129746,2132.585829484031,590,268,191,193,298,217,125,151,62,30
2021-08-20,88739.0875926985,2028.6723958392902,2050.585829484031,629,275,190,171,276,169,104,110,47,13
2021-08-21,88836.67415905376,2148.1723958392904,936.4191628173642,438,103,90,73,68,45,25,30,11,3
2021-08-22,89366.26072540903,1466.0057291726237,951.4191628173642,418,181,72,58,69,42,23,38,9,3
2021-08-23,89696.34729176428,1281.5057291726237,3097.4634485316496,700,618,331,241,522,210,111,122,91,28
2021-08-24,89134.96457240525,2536.0807291726237,2489.9634485316496,512,217,433,263,336,262,158,173,64,27
2021-08-25,89115.58185304623,2470.5807291726237,2202.9634485316496,603,235,249,188,256,232,117,135,64,28
2021-08-26,88969.1991336872,2056.5807291726237,2265.1239252243263,634,335,206,199,284,223,120,130,63,35
2021-08-27,88903.66490567364,2199.589697210763,2203.4572585576593,661,350,217,171,291,192,88,107,60,28
2021-08-28,88915.29734432674,2215.089697210763,964.9636935640945,495,140,58,54,69,43,27,26,11,6
2021-08-29,89739.43879198885,1789.105141226207,940.3890888210115,435,168,87,58,74,41,25,22,12,7
2021-08-30,90137.80630464878,1338.756601480928,2519.180755487678,521,592,387,205,265,194,115,105,60,36
2021-08-31,89660.75715064202,2042.131601480928,2424.980755487678,582,347,364,227,270,240,131,118,64,34
2021-09-01,89287.20799663528,2051.4316014809283,2549.2074996737247,596,325,432,240,263,235,129,166,94,27
2021-09-02,88908.54643952775,2170.5459425661993,2328.4574996737247,618,304,238,230,276,269,121,143,60,28
2021-09-03,88799.13488242023,2219.0459425661993,2163.9574996737247,683,331,211,250,203,190,95,105,44,14
2021-09-04,88939.72332531269,2304.5459425661993,1033.5660943310997,498,154,83,60,71,62,32,29,21,8
2021-09-05,89611.33615844908,1705.178927467477,1076.4272054422108,547,217,63,54,58,44,26,34,16,2
2021-09-06,90043.94899158545,1509.040038578588,1092.4272054422108,440,191,103,78,72,81,25,48,23,3
2021-09-07,90409.56182472184,1458.040038578588,2602.802205442211,526,544,515,209,225,230,114,127,57,15
2021-09-08,89882.42465785821,2075.6650385785883,2526.802205442211,574,285,417,261,293,275,125,144,73,31
2021-09-09,89571.88749099459,2216.2650385785882,2430.1845583833874,594,266,336,223,331,262,120,144,77,25
2021-09-10,89369.87973589567,2228.1768032844707,2317.251225050054,625,340,237,286,262,213,124,111,67,29
2021-09-11,89298.07198079675,2245.443469951137,980.251225050054,453,139,86,63,64,58,27,32,13,3
2021-09-12,89950.26422569783,1632.443469951137,1116.9178917167208,490,212,67,76,70,65,43,38,11,6
2021-09-13,90234.28980393225,1400.943469951137,2513.9178917167205,519,573,341,204,222,242,126,133,73,27
2021-09-14,89877.71538216667,2157.343469951137,2379.0567806056097,650,255,356,202,284,259,116,129,76,25
2021-09-15,89631.80762706776,2133.149025506693,2347.602325160065,573,315,291,239,268,230,105,164,74,34
2021-09-16,89380.29723170481,2096.091929797122,2286.602325160065,577,336,253,204,272,251,112,134,77,16
2021-09-17,89383.57255062758,2289.877644082836,2057.2689918267315,661,297,217,194,199,201,77,106,60,13
2021-09-18,89527.51453621702,2201.2109774161695,1023.352325160065,481,144,102,77,61,60,20,41,12,1
2021-09-19,90098.28985513978,1594.127644082836,1053.852325160065,468,195,86,53,68,64,32,49,23,4
2021-09-20,90459.56517406256,1415.127644082836,2449.1856584933985,537,573,340,171,214,202,93,155,58,26
2021-09-21,90031.34049298533,2020.9609774161695,2412.0189918267315,575,276,324,223,249,268,131,182,93,34
2021-09-22,89756.28247857477,2136.9609774161695,2361.0189918267315,561,290,284,242,298,253,124,162,75,23
2021-09-23,89549.2244641642,2153.9609774161695,2272.0189918267315,578,299,217,211,268,258,113,143,96,37
2021-09-24,89387.4474021346,2110.241929797122,1975.7967696045093,593,318,182,204,202,185,77,112,40,20
2021-09-25,89729.00367343832,2317.3530409082327,1003.2967696045094,498,120,92,68,86,59,15,25,11,6
2021-09-26,90319.55994474204,1593.853040908233,1048.6967696045094,483,188,74,52,64,74,28,33,17,10
2021-09-27,90619.91621604576,1349.053040908233,2403.1967696045094,504,568,345,194,223,231,85,117,80,23
2021-09-28,90272.68915401616,2055.9697075748995,2255.1967696045094,586,235,329,204,245,246,98,159,67,34
2021-09-29,90175.06209198655,2157.5697075748994,2115.8872457949856,602,267,267,165,244,200,113,140,90,34
2021-09-30,90181.10645852836,2121.9316123368044,2241.8872457949856,570,294,208,253,244,200,121,156,73,26
2021-10-01,90093.15082507019,2153.9316123368044,2285.9872457949855,604,315,216,223,250,241,111,165,74,36
2021-10-02,90053.645191612,2246.4816123368046,963.9872457949856,450,139,76,70,82,45,28,30,15,1
2021-10-03,90725.63955815382,1635.9816123368043,1073.9872457949857,484,220,75,65,60,46,33,41,10,8
2021-10-04,91002.13392469563,1350.4816123368043,2292.320579128319,474,528,343,190,188,219,113,117,63,17
2021-10-05,90692.0616245708,1982.248279003471,2246.570579128319,574,301,372,207,241,228,119,148,72,23
2021-10-06,90623.98932444594,2178.498279003471,2327.570579128319,597,248,329,207,238,239,134,152,66,33
2021-10-07,90529.9170243211,2233.498279003471,2418.370579128319,642,331,224,253,282,255,141,135,59,27
2021-10-08,90266.64472419625,2155.098279003471,2128.0372457949857,689,292,204,195,216,155,94,144,62,16
2021-10-09,90352.70575740474,2214.098279003471,1000.7872457949857,492,130,93,59,67,40,30,49,12,1
2021-10-10,90914.76679061321,1562.848279003471,1010.6443886521286,458,213,78,61,59,46,34,27,15,4
2021-10-11,91166.11353810741,1261.9911361463282,1916.9777219854618,417,483,271,136,153,141,78,101,49,19
2021-10-12,90911.12695226829,1661.9911361463282,2393.4237537314934,486,312,387,206,271,244,133,170,82,33
2021-10-13,91082.41179500057,2564.7085964637886,2381.5175912665077,686,240,298,228,272,226,120,141,96,28
2021-10-14,90794.59579739675,2093.701593662668,2275.2575445774405,608,314,220,233,279,226,123,132,66,26
2021-10-15,90658.4384373344,2139.1001845150945,2137.049220258834,652,340,189,206,235,177,93,126,51,21
2021-10-16,90717.12431959271,2195.7351025171424,909.0492202588339,425,130,73,66,64,51,29,27,13,1
2021-10-17,91274.81020185101,1466.7351025171426,1069.192077401691,447,227,83,59,58,51,35,49,17,7
2021-10-18,91476.2103698236,1270.5922453742855,2503.5611250207385,505,575,376,188,222,207,136,156,64,34
2021-10-19,91068.69982351048,2096.0505787076186,2190.8277916874054,562,224,340,185,262,223,115,150,56,32
2021-10-20,91012.45594386403,2134.583912040952,2328.8277916874054,613,293,277,227,252,223,143,158,83,23
2021-10-21,90918.87873088424,2235.250578707619,1814.0678710524846,860,421,391,388,457,366,199,284,139,44
2021-10-22,91090.01778774573,1985.206927913968,1812.0678710524846,0,0,0,0,0,0,0,0,0,0
2021-10-23,91247.1568446072,1969.206927913968,1025.0678710524846,608,44,83,50,87,61,18,38,10,3
2021-10-24,91784.2959014687,1562.206927913968,1110.0678710524846,464,221,92,61,75,79,32,43,16,5
2021-10-25,92013.43495833018,1339.206927913968,2705.3678710524846,546,754,278,188,213,207,161,164,88,31
2021-10-26,91398.14068185833,2090.0735945806346,2408.344061528675,577,266,358,252,283,244,164,166,80,33
2021-10-27,91235.77497681505,2245.9783564853965,2446.844061528675,607,298,295,225,304,233,129,199,86,32
2021-10-28,91070.90927177177,2281.9783564853965,3530.344061528675,657,314,250,244,285,522,345,450,261,92
2021-10-29,91077.29356672849,3536.7283564853965,1918.2607281953417,654,293,207,139,193,151,92,108,51,16
2021-10-30,91211.76119501855,2052.7283564853965,975.2607281953418,458,165,78,71,69,44,29,36,10,1
2021-10-31,91782.2288233086,1545.7283564853965,1061.2607281953417,461,209,67,66,86,66,33,50,17,3
2021-11-01,92108.94645159866,1387.9783564853965,2717.760728195342,554,579,458,204,257,215,124,169,81,30
2021-11-02,91554.41407988871,2163.2283564853965,2387.7250139096277,594,237,404,214,279,242,137,193,82,25
2021-11-03,91331.70313675019,2165.0140707711107,2566.2250139096277,596,320,334,274,287,232,162,205,101,53
2021-11-04,91063.99219361167,2298.5140707711107,2410.4250139096275,643,320,271,267,282,220,120,192,67,23
2021-11-05,90889.38125047316,2235.814070771111,2241.9250139096275,644,309,213,261,228,190,121,145,61,23
2021-11-06,91054.77030733465,2407.314070771111,1066.6750139096275,517,141,103,74,86,50,26,39,15,4
2021-11-07,91643.40936419612,1655.314070771111,1110.6750139096275,442,246,64,68,78,68,28,46,22,6
2021-11-08,91842.04842105761,1309.314070771111,2723.6950139096275,513,605,386,250,270,225,140,175,76,38
2021-11-09,91292.7774779191,2174.424070771111,2515.3973948620082,563,265,358,244,330,271,145,206,77,47
2021-11-10,91026.51843954249,2249.1383564853963,3078.4473948620084,713,387,386,314,396,300,152,231,127,31
2021-11-11,90701.00940116587,2752.9383564853965,521.4473948620084,209,51,46,40,46,38,18,35,11,7
2021-11-12,91078.00036278926,898.4383564853965,2178.9473948620084,320,676,227,221,248,188,83,132,59,25
2021-11-13,91066.15799107931,2167.105023152063,939.3026580199032,402,146,74,69,84,57,26,37,7,3
2021-11-14,91652.61825094832,1525.7629178889053,1036.8026580199032,428,201,106,60,71,58,25,53,17,5
2021-11-15,91968.07851081731,1352.2629178889053,2783.5187870521613,553,606,481,236,278,250,145,215,77,29
2021-11-16,91293.38823305191,2108.828509286755,2587.5187870521613,605,238,377,280,316,257,152,170,78,35
2021-11-17,91037.69795528651,2331.828509286755,2526.5187870521613,630,273,300,261,297,238,145,196,97,21
2021-11-18,90710.84101085443,2199.661842620088,2467.423828310542,604,322,172,343,334,280,139,183,85,43
2021-11-19,90577.33315100204,2333.915968458149,2223.4000187867323,646,344,223,207,239,179,90,152,74,23
2021-11-20,90632.61100543536,2278.6778732200537,1050.4000187867323,493,124,72,76,82,45,29,32,15,7
2021-11-21,91139.55552653535,1557.3445398867204,1421.9303218170353,494,255,155,126,165,136,86,114,46,25
2021-11-22,91064.21974460504,1346.5945398867204,2785.489845626559,515,623,368,215,301,243,110,163,101,28
2021-11-23,90157.84824838901,1879.1183494105298,2543.9342900710035,522,272,404,233,293,270,154,187,77,23
2021-11-24,89723.75452995075,2109.840571632752,2288.8176234043367,636,270,303,198,260,193,101,123,70,27
2021-11-25,89249.37747817917,1814.4405716327522,746.8176234043369,327,105,67,51,67,46,16,34,11,5
2021-11-26,89609.91709307425,1107.357238299419,951.6747662614798,338,233,104,51,58,58,26,36,14,5
2021-11-27,90137.17099368361,1478.9286668708473,816.0080995948131,387,113,76,60,65,44,28,23,12,3
2021-11-28,90723.42489429298,1402.2620002041808,1015.7580995948131,391,138,89,68,79,83,33,56,27,14
2021-11-29,91037.26212823568,1329.595333537514,2645.767623404337,471,511,530,231,244,243,115,150,74,29
2021-11-30,90447.18031455934,2055.68580972799,2393.9342900710035,531,263,299,261,297,253,135,182,97,34
2021-12-01,90353.59850088299,2300.352476394657,2455.1842900710035,619,272,228,288,270,258,129,190,91,34
2021-12-02,90158.41668720664,2260.0024763946567,2487.206011040093,647,358,163,267,296,292,131,194,90,39
2021-12-03,90073.33303560215,2402.1223594355924,2160.206011040093,646,356,151,211,238,189,76,118,70,32
2021-12-04,90340.24938399765,2427.1223594355924,970.3726777067596,497,162,65,41,59,62,27,23,11,3
2021-12-05,91075.33239905981,1705.455692768926,1222.0393443734263,437,294,98,62,106,88,35,70,30,14
2021-12-06,91255.2487474553,1401.955692768926,2664.0393443734265,523,635,357,167,251,240,122,188,91,33
2021-12-07,90709.33176251748,2118.1223594355924,2612.606011040093,583,272,401,215,295,304,143,222,113,50
2021-12-08,90423.8814442463,2327.1556927689257,2474.814344373426,616,276,316,182,264,255,137,196,95,44
2021-12-09,90298.34779264181,2349.2806927689257,2362.064344373426,643,307,250,189,291,227,123,173,77,33
2021-12-10,90150.0641410373,2213.7806927689257,1802.5643443734264,562,293,184,138,185,154,70,115,58,27
2021-12-11,90315.61382276614,1968.1140261022592,824.0643443734264,339,136,67,56,57,59,23,29,12,0
2021-12-12,90921.16350449498,1429.6140261022592,1220.0643443734264,384,233,98,108,80,78,50,88,28,20
2021-12-13,91080.04651955715,1378.9473594355925,2688.6173746764566,506,569,384,220,220,253,142,193,110,48
2021-12-14,90403.37650431627,2011.9473594355925,2658.6173746764566,574,251,368,300,267,277,153,235,140,44
2021-12-15,90153.70648907541,2408.9473594355927,2310.284041343123,580,262,276,242,233,252,119,182,129,31
2021-12-16,89975.70314050121,2132.2806927689257,2729.1381504061033,567,365,274,288,330,286,151,243,113,49
2021-12-17,89457.63842479952,2211.07343470441,2193.6840963520494,616,347,166,245,231,189,111,127,83,26
2021-12-18,89530.26470008882,2266.3103716413466,893.0174296853826,440,128,70,61,71,43,23,24,19,2
2021-12-19,89853.22430871145,1215.9770383080133,1371.0134107728531,396,325,130,102,134,94,47,102,51,16
2021-12-20,89964.89725066742,1482.6863527288172,2840.311029820472,543,580,470,295,305,268,145,202,133,32
2021-12-21,89108.14162119481,1983.5554003478649,2978.695512579093,590,249,431,278,303,274,147,268,135,31
2021-12-22,88207.6859917222,2078.2398831064856,1948.877330760911,497,267,268,187,227,152,104,131,67,21
2021-12-23,87713.47278649201,1454.664125530728,1764.877330760911,439,327,199,184,180,167,82,104,57,13
2021-12-24,87464.59291459517,1515.9974588640612,956.877330760911,364,181,93,80,70,50,34,50,16,4
2021-12-25,87699.71304269832,1191.9974588640612,613.0439974275777,310,110,54,18,45,20,21,21,14,2
2021-12-26,88106.33317080147,1019.6641255307279,1048.5439974275776,329,201,135,96,97,99,47,63,41,15
2021-12-27,88462.95329890461,1405.164125530728,1870.7939974275776,412,287,328,142,182,140,74,144,67,35
2021-12-28,88215.57342700777,1623.414125530728,1817.0189469225272,412,222,283,178,197,136,101,144,70,17
2021-12-29,88256.19698945436,1857.6425093691116,1972.5189469225272,521,302,215,249,200,135,92,144,57,28
2021-12-30,88080.32055190094,1796.6425093691116,1496.5189469225272,496,229,131,153,142,105,63,74,39,12
2021-12-31,88305.94411434753,1722.1425093691116,824.8800580336383,333,135,64,53,99,48,25,33,24,1
2022-01-01,89077.40101012745,1596.3369538135562,881.9161691447493,474,170,44,28,53,37,19,32,15,3
2022-01-02,89506.6773503518,1311.1925093691118,1070.5676842962646,322,252,110,80,121,71,49,52,29,6
2022-01-03,89786.96126633375,1350.8516002782026,2294.5676842962644,422,480,444,160,228,215,114,124,82,18
2022-01-04,89322.74518231567,1830.3516002782026,2205.7343509629313,475,259,336,205,281,197,126,163,87,31
2022-01-05,89202.02909829761,2085.018266944869,2050.151017629598,518,249,214,164,273,194,140,144,77,33
2022-01-06,89099.89634761288,1948.0182669448693,2091.3510176295977,509,285,195,174,332,249,132,193,81,31
2022-01-07,88919.3469302615,1910.8016002782026,1797.1033985819788,464,264,182,155,186,149,109,113,66,17
2022-01-08,89262.1713224339,2139.9277907543933,553.1033985819788,242,77,39,34,36,21,9,18,7,2
2022-01-09,89727.49571460632,1018.4277907543931,881.4931646638502,292,268,85,54,38,40,20,28,17,5
2022-01-10,89972.85519449803,1126.8526445555626,2256.8264979971837,444,523,331,155,197,180,123,158,75,23
2022-01-11,89636.21467438975,1920.185977888896,2102.8264979971837,504,179,346,203,263,201,117,154,69,23
2022-01-12,89423.82415428146,1890.435977888896,2267.69316466385,533,234,286,215,294,227,113,193,96,51
2022-01-13,89288.00030083983,2131.8693112222295,2130.575307520993,571,286,172,198,277,204,113,154,77,35
2022-01-14,89216.67859025537,2059.253596936515,1953.4086408543262,598,278,193,182,208,174,93,117,73,27
2022-01-15,89501.02354633754,2237.753596936515,844.9086408543263,387,122,48,59,66,51,24,41,13,5
2022-01-16,89933.36850241973,1277.2535969365151,785.9086408543263,322,188,60,41,32,36,20,20,18,2
2022-01-17,90155.71345850192,1008.2535969365151,950.075307520993,256,193,130,73,79,86,48,55,22,13
2022-01-18,90401.39174791746,1195.7535969365151,2166.7419741876597,355,345,461,188,188,197,106,158,64,37
2022-01-19,90056.23670399963,1821.5869302698484,2262.140824762372,463,231,404,207,273,240,166,174,93,46
2022-01-20,89948.08166008182,2153.9857808445613,2159.140824762372,568,228,249,221,235,220,115,137,66,32
2022-01-21,89863.92661616401,2074.985780844561,1835.9408247623724,543,278,168,199,189,163,74,113,65,18
2022-01-22,90106.87157224621,2078.885780844561,834.2741580957056,417,126,60,51,52,33,30,25,10,1
2022-01-23,90730.81652832839,1458.2191141778944,962.7741580957056,409,197,57,64,69,54,24,33,16,9
2022-01-24,91061.76148441058,1293.7191141778944,2349.607491429039,515,559,301,202,202,189,109,148,67,26
2022-01-25,90540.70644049277,1828.5524475112277,2059.357491429039,477,237,271,191,228,201,133,174,84,44
2022-01-26,90524.65139657496,2043.3024475112277,2344.557491429039,580,234,282,223,319,277,147,211,100,41
2022-01-27,90276.66301932381,2096.5691141778943,2234.557491429039,522,287,209,160,287,225,96,166,80,44
2022-01-28,90168.17464207267,2126.0691141778943,1962.6208999503422,577,310,185,171,193,172,86,147,62,25
2022-01-29,90451.39403424508,2245.8402921227566,912.9208999503422,476,117,73,52,76,58,29,29,18,1
2022-01-30,91132.74675975084,1594.2736254560898,1047.4208999503423,414,199,72,55,69,71,46,78,68,29
2022-01-31,91391.76615192325,1306.4402921227565,2610.5042332836756,511,658,345,190,239,204,103,154,79,38
2022-02-01,90803.84109965121,2022.5791810116455,2379.0042332836756,560,218,372,253,264,228,118,169,109,40
2022-02-02,90686.41604737919,2261.5791810116452,2287.0042332836756,586,248,253,192,279,205,143,180,108,48
2022-02-03,90401.15766177382,2001.7458476783122,2007.2042332836756,510,273,185,190,251,191,108,132,93,30
2022-02-04,90220.59927616846,1826.645847678312,1692.537566617009,471,337,166,157,189,151,55,100,58,14
2022-02-05,90619.04089056309,2090.9791810116453,962.7042332836755,468,130,90,58,73,31,25,43,22,1
2022-02-06,91269.1491716244,1612.8125143449788,1088.7042332836756,456,191,90,70,74,52,31,58,24,9
2022-02-07,91516.2574526857,1335.8125143449788,2502.2042332836754,505,578,372,210,247,231,120,190,104,28
2022-02-08,91270.53240041368,2256.4791810116453,2344.9542332836754,507,213,284,187,236,233,150,207,132,53
2022-02-09,91248.80734814164,2323.2291810116453,2514.926163108237,625,270,286,227,284,239,165,224,144,46
2022-02-10,91118.32147715616,2384.4402921227565,2399.5928297749037,639,336,210,260,250,238,130,168,103,36
2022-02-11,91025.16893950402,2306.4402921227565,2073.7594964415703,648,342,208,175,225,155,94,134,66,13
2022-02-12,91272.18306851853,2320.77362545609,984.2594964415703,469,142,102,61,73,45,17,46,17,8
2022-02-13,91848.69719753305,1560.7736254560898,1171.2594964415703,449,237,107,86,107,55,35,49,26,5
2022-02-14,92088.71132654758,1411.2736254560898,2534.0983092269585,580,581,402,177,210,185,125,154,108,29
2022-02-15,91667.25878889543,2112.6457715748115,2559.0983092269585,552,255,364,234,278,267,148,217,138,37
2022-02-16,91593.30625124328,2485.1457715748115,2541.0983092269585,639,255,303,225,323,267,174,215,118,35
2022-02-17,91414.35371359113,2362.1457715748115,2208.5983092269585,643,303,188,191,244,183,93,182,99,27
2022-02-18,91291.90117593898,2086.1457715748115,2336.0983092269585,626,390,240,226,288,167,119,168,67,31
2022-02-19,91475.94863828683,2520.1457715748115,1040.2983092269585,504,148,107,78,71,44,25,32,24,3
2022-02-20,92130.6961006347,1695.0457715748114,1175.964975893625,484,269,87,74,85,51,34,45,30,7
2022-02-21,92500.44356298255,1545.712438241478,1477.464975893625,420,303,175,103,117,90,78,119,44,14
2022-02-22,92635.1910253304,1612.212438241478,2908.4649758936253,513,542,536,268,281,230,140,173,149,49
2022-02-23,91922.93848767824,2196.212438241478,2487.6316425602918,584,282,357,269,252,242,117,193,120,41
2022-02-24,91724.1859500261,2288.8791049081447,2468.7983092269583,608,288,269,252,312,246,140,182,124,38
2022-02-25,91377.43341237395,2122.045771574811,2328.107833036482,609,349,211,229,278,202,112,170,111,39
2022-02-26,91462.84754138847,2413.521962051002,1051.6078330364821,474,141,81,67,83,71,42,49,31,3
2022-02-27,92105.59500373632,1694.3552953843352,1203.1078330364821,461,251,84,101,89,71,35,63,29,11
2022-02-28,92280.84246608418,1378.3552953843352,2822.4411663698156,511,648,370,235,272,256,132,200,132,46
2022-03-01,91628.42326176536,2170.021962051002,2355.107833036482,570,228,326,217,276,205,126,192,117,33
2022-03-02,91678.42072411322,2405.105295384335,2479.78370780628,619,286,302,210,316,253,121,189,125,59
2022-03-03,91477.57012016272,2278.9331038557903,2557.03370780628,643,327,270,219,337,240,105,214,137,62
2022-03-04,91392.71951621224,2472.1831038557903,2303.5908506634223,702,354,208,219,247,202,100,146,77,19
2022-03-05,91708.56891226175,2619.440246712933,1044.7575173300893,491,145,85,64,77,53,30,36,22,3
2022-03-06,92414.16830831126,1750.3569133795995,1338.6741839967558,525,311,93,73,97,64,26,61,48,12
2022-03-07,92552.8510376941,1477.3569133795995,2712.424183996756,577,644,378,200,268,216,102,178,100,26
2022-03-08,92017.03376707695,2176.6069133795995,2439.424183996756,558,300,419,206,287,219,117,149,110,43
2022-03-09,91791.71649645979,2214.1069133795995,2736.724183996756,573,313,345,271,351,244,132,223,177,70
2022-03-10,91331.19922584263,2276.2069133795994,2465.974183996756,599,333,286,257,298,207,115,190,118,34
2022-03-11,91162.93195522547,2297.7069133795994,2144.021803044375,618,372,246,193,221,160,79,135,72,24
2022-03-12,91427.45039889404,2408.540246712933,1039.8551363777083,500,142,80,83,73,49,28,37,29,4
2022-03-13,91903.80217589592,1516.2069133795997,1251.8551363777083,452,268,91,79,112,80,39,47,46,23
2022-03-14,92030.15395289782,1378.2069133795997,2690.8551363777083,520,638,407,173,234,225,110,190,105,59
2022-03-15,91607.50572989971,2268.2069133795994,2588.069422091994,594,265,362,253,277,240,135,201,148,72
2022-03-16,91377.21464975874,2357.7783419510283,2555.569422091994,604,280,303,249,243,228,109,173,110,223
2022-03-17,91393.92356961778,2572.2783419510283,2505.569422091994,615,366,230,265,303,248,116,223,110,48
2022-03-18,91336.29915614348,2447.945008617695,2348.902755425327,735,380,203,225,219,181,85,165,81,24
2022-03-19,91346.84140933584,2359.445008617695,1051.4027554253273,505,164,65,62,96,50,22,27,23,6
2022-03-20,92038.88366252821,1743.4450086176948,1141.4027554253273,459,241,101,78,72,74,28,42,25,9
2022-03-21,92281.25924905391,1383.778341951028,2996.069422091994,572,643,406,223,299,291,143,207,144,53
2022-03-22,91844.63483557962,2559.445008617695,2491.021803044375,640,248,395,231,284,240,124,160,112,41
2022-03-23,91615.15327924817,2261.540246712933,2977.021803044375,645,323,275,212,344,309,151,320,231,117
2022-03-24,91507.17172291673,2869.040246712933,2605.521803044375,719,370,243,243,279,235,104,193,118,58
2022-03-25,91355.60683325196,2453.9569133795994,2145.2186284412005,710,345,216,195,211,170,62,120,84,25
2022-03-26,91600.05622930147,2389.6680244907106,1036.2186284412003,530,151,93,66,64,49,21,34,11,3
2022-03-27,92303.50562535098,1739.6680244907106,1341.2186284412003,482,277,113,111,82,76,44,63,38,20
2022-03-28,92440.95502140048,1478.6680244907106,2640.9843627069345,510,643,423,219,234,232,92,152,92,46
2022-03-29,92032.57749437308,2232.6068356795217,2331.03991826249,550,244,318,253,242,186,118,184,112,56
2022-03-30,91821.75552290122,2120.217946790633,2383.906584929157,586,297,292,245,265,237,109,171,124,58
2022-03-31,91674.80021809603,2236.951280123966,2506.031584929157,596,325,228,279,328,252,105,178,99,39
2022-04-01,91606.71991329084,2437.951280123966,2455.36491826249,716,356,243,240,309,198,102,148,89,32
2022-04-02,91780.13960848565,2628.7846134572997,1074.6982515958234,537,162,93,67,81,50,17,26,24,1
2022-04-03,92280.89263701379,1575.4512801239664,1057.4204738180456,420,243,60,69,91,79,31,37,12,6
2022-04-04,92707.97899887526,1484.5068356795218,2829.20618810376,600,655,373,245,267,254,115,154,120,50
2022-04-05,92179.35107502245,2300.5782642509503,2846.20618810376,578,272,422,522,297,266,114,173,121,50
2022-04-06,91834.38981783632,2501.2449309176172,2913.20618810376,692,344,352,239,330,290,192,209,149,75
2022-04-07,91733.92856065017,2812.7449309176172,2551.317299214871,689,375,275,230,282,229,126,157,121,35
2022-04-08,91459.41174790847,2276.8004864731724,2429.2422992148713,657,411,229,236,305,218,109,132,75,33
2022-04-09,91599.35326850011,2569.183819806506,1011.4089658815377,527,138,75,72,73,43,30,34,8,3
2022-04-10,92192.29478909174,1604.3504864731726,1135.9089658815378,417,268,126,78,112,74,28,54,35,13
2022-04-11,92554.40297635004,1498.0171531398394,2697.6232515958236,531,608,417,204,227,230,104,139,104,36
2022-04-12,92150.72544932264,2293.9457245684107,2546.4843627069345,579,291,383,235,289,253,117,152,126,57
2022-04-13,92079.99236673967,2475.7512801239664,2572.4843627069345,671,307,325,260,276,209,124,200,115,43
2022-04-14,91768.59261749002,2261.0846134573,2603.9843627069345,624,382,267,303,314,225,117,157,120,58
2022-04-15,91589.9428682404,2425.3346134573,1899.4843627069345,617,290,166,192,190,138,65,121,75,20
2022-04-16,91990.1264523241,2299.667946790633,1119.4843627069345,498,189,108,81,74,66,28,24,23,7
2022-04-17,92536.31003640778,1665.6679467906329,964.4843627069346,399,202,74,84,65,52,24,27,20,8
2022-04-18,92864.99362049148,1293.1679467906329,2649.2867436593156,492,616,454,215,210,231,113,144,96,35
2022-04-19,92460.51053790851,2244.8036610763475,2626.858172230744,560,286,434,261,299,268,148,171,117,49
2022-04-20,92394.95602675412,2561.3036610763475,2782.458172230744,690,315,410,283,353,230,135,175,148,69
2022-04-21,91925.10151559973,2312.603661076347,2648.1803944529665,637,404,251,279,340,272,115,180,118,56
2022-04-22,91824.63589333421,2547.7147721874585,2177.6803944529665,671,342,193,187,206,199,87,121,65,23
2022-04-23,92211.17027106871,2564.2147721874585,1120.1803944529663,543,165,101,69,82,45,30,34,19,6
2022-04-24,92674.2046488032,1583.2147721874583,1281.1803944529663,457,292,106,94,98,64,42,68,36,8
2022-04-25,92990.40569320436,1597.381438854125,3249.294680167252,618,582,466,251,301,336,190,252,167,74
2022-04-26,92369.40673760552,2628.2957245684106,2424.9732515958235,581,294,384,236,284,221,102,130,97,50
2022-04-27,92376.22921057811,2431.7957245684106,2725.9732515958235,651,346,333,243,293,272,138,176,150,84
2022-04-28,92139.0516835507,2488.7957245684106,2656.9732515958235,646,365,269,267,341,257,135,194,154,53
2022-04-29,91933.87415652328,2451.7957245684106,2563.6732515958233,775,366,238,246,262,238,118,114,91,36
2022-04-30,92062.19662949587,2691.995724568411,991.8270977496696,521,135,82,81,62,38,18,19,15,2
2022-05-01,92641.51910246846,1571.1495707222568,1133.8270977496695,417,253,80,81,114,75,31,43,28,2
2022-05-02,93006.84157544104,1499.1495707222568,2952.8270977496695,594,725,418,271,251,223,107,169,128,45
2022-05-03,92297.16404841363,2243.149570722257,2368.3270977496695,562,242,358,253,289,275,120,127,110,33
2022-05-04,92356.31985471955,2427.48290405559,2908.3770977496697,655,367,369,303,375,283,150,164,139,73
2022-05-05,91961.64232769214,2513.699570722257,2629.8770977496697,678,385,255,252,288,259,122,147,126,62
2022-05-06,92009.96480066473,2678.199570722257,2270.8770977496697,737,387,205,199,235,196,80,120,66,24
2022-05-07,92025.28727363731,2286.199570722257,1105.8770977496697,458,193,86,109,99,59,29,36,17,8
